Stations_id	von_datum	bis_datum	Stationshoehe	geoBreite	geoLaenge	Stationsname	Bundesland
1964	20050501	20240126	328	499.445	63.821	Olsdorf	Rheinland-Pfalz
1975	19490101	20240126	11	536.332	99.881	Hamburg-Fuhlsbüttel	Hamburg
1981	20050301	20240126	4	534.776	98.957	Hamburg-Neuwiedenthal	Hamburg
2014	19490101	20240126	55	524.644	96.779	Hannover	Niedersachsen
2023	20020101	20240126	501	487.918	107.062	Harburg	Bayern
2039	20061101	20240126	203	519.002	105.699	Harzburg,	Niedersachsen
2044	19810101	20240126	404	516.520	111.366	Harzgerode	Sachsen-Anhalt
2074	20040601	20240126	518	483.752	89.800	Hechingen	Baden-Württemberg
2080	20040701	20120912	110	494.206	86.676	Heidelberg	Baden-Württemberg
2081	19480101	19550101	561	493.981	87.251	Königstuhl	Baden-Württemberg
2088	20040601	20050512	522	486.849	101.420	Heidenheim/Brenz	Baden-Württemberg
2110	20030101	20240126	57	510.411	61.042	Heinsberg-Schleiden	Nordrhein-Westfalen
2115	19520501	20240126	4	541.750	78.920	Helgoland	Schleswig-Holstein
2158	19961001	20090101	350	488.042	84.430	Herrenalb,	Baden-Württemberg
2166	19820101	19910502	344	510.167	147.500	Herrnhut	Sachsen
2167	20050301	20120402	302	497.672	73.356	Niederwörresbach	Rheinland-Pfalz
2171	19510101	20240126	272	508.520	97.377	Hersfeld,	Hessen
2174	20101101	20240126	236	516.255	103.695	Herzberg	Niedersachsen
2201	20050801	20240126	1	545.750	131.044	Hiddensee-Vitte	Mecklenburg-Vorpommern
2211	20041001	20240126	295	507.370	76.525	Hilgenroth	Rheinland-Pfalz
2244	19710101	20050901	1008	477.327	81.627	Höchenschwand	Baden-Württemberg
2252	20050701	20240126	271	508.992	147.456	Bertsdorf-Hörnitz	Sachsen
2261	19480101	20240126	565	503.123	118.760	Hof	Bayern
2290	19470101	20240126	977	478.009	110.108	Hohenpeißenberg	Bayern
2303	20020101	20240126	10	543.162	95.385	Hohn	Schleswig-Holstein
2306	20050801	20240126	8	543.194	106.732	Hohwacht	Schleswig-Holstein
2315	20021101	20240126	80	517.657	131.666	Holzdorf-Bernsdorf	Brandenburg
2319	20050601	20240126	685	478.823	116.961	Holzkirchen	Bayern
2323	20060701	20240126	110	518.529	94.953	Bevern,	Niedersachsen
2338	20020101	20051223	39	523.333	75.500	Hopsten	Nordrhein-Westfalen
2362	20040801	20240126	328	505.651	74.843	Hümmerich	Rheinland-Pfalz
2374	19490101	19740701	3	544.752	90.564	Husum	Schleswig-Holstein
2385	20020101	20240126	376	496.927	73.263	Idar-Oberstein	Rheinland-Pfalz
2410	19610102	20240126	364	487.111	115.363	Ingolstadt-Manching	Bayern
2423	20040301	20050702	712	476.894	100.416	Isny	Baden-Württemberg
2429	20020101	20240126	20	539.897	95.697	Itzehoe	Schleswig-Holstein
2437	20020101	20240126	21	544.570	95.203	Schleswig-Jagel	Schleswig-Holstein
2444	19910801	20240126	155	509.251	115.830	Jena	Thüringen
2456	20011017	20050826	7	535.322	78.806	Jever	Niedersachsen
2477	19710101	19760101	728	475.938	79.597	Jungholz	Baden-Württemberg
2480	20040901	20240126	108	500.643	89.930	Kahl/Main	Bayern
2483	19510101	20240126	839	511.803	84.891	Kahler	Nordrhein-Westfalen
2485	20110502	20240126	489	489.170	96.871	Kaisersbach-Cronhütte	Baden-Württemberg
2486	20050301	20240126	271	494.262	77.557	Kaiserslautern	Rheinland-Pfalz
2488	19820101	20021001	516	487.701	107.876	Kaisheim-Neuhof	Bayern
2494	20020101	20131020	31	517.329	62.688	Kalkar	Nordrhein-Westfalen
2497	20040801	20240126	505	505.014	65.264	Kall-Sistig	Nordrhein-Westfalen
2503	19510101	20030505	487	506.266	101.455	Kaltennordheim	Thüringen
2521	19820101	19940401	374	486.765	112.961	Karlshuld	Bayern
2522	19480101	20081031	112	490.382	83.641	Karlsruhe	Baden-Württemberg
2532	19480101	20131031	231	512.963	94.424	Kassel	Hessen
2542	19750601	20160402	716	478.652	106.007	Kaufbeuren	Bayern
2559	19550101	20240126	705	477.233	103.348	Kempten	Bayern
2564	20020101	20240126	28	543.776	101.424	Kiel-Holtenau	Schleswig-Holstein
2565	19490101	19881015	17	543.378	100.929	Kiel-Kronshagen	Schleswig-Holstein
2575	20070523	20240126	432	491.804	99.800	Kirchberg/Jagst-Herboldshausen	Baden-Württemberg
2578	20040701	20240126	14	539.995	114.341	Kirchdorf/Poel	Mecklenburg-Vorpommern
2597	19480101	20240126	282	502.240	100.792	Kissingen,	Bayern
2600	20050301	20240126	193	497.363	101.781	Kitzingen	Bayern
2601	19480101	20240126	822	502.218	84.469	Kleiner	Hessen
2618	20041001	20240126	732	508.458	104.803	Kleiner	Thüringen
2627	20040701	20240126	128	515.554	138.845	Schipkau-Klettwitz	Brandenburg
2629	20040701	20240126	46	517.612	60.954	Kleve	Nordrhein-Westfalen
2638	19650701	20240126	974	481.054	87.548	Klippeneck	Baden-Württemberg
2641	20040901	20240126	90	515.185	129.065	Klitzschen	Sachsen
2656	19550101	19900101	96	503.519	75.906	Koblenz	Rheinland-Pfalz
2667	19600101	20240126	91	508.645	71.575	Köln/Bonn	Nordrhein-Westfalen
2680	20050601	20240126	289	502.840	104.456	Königshofen,	Bayern
2691	19940401	19941101	378	486.707	112.173	Königsmoos-Untermaxfeld	Bayern
2693	19510101	19660101	380	501.855	84.698	Königstein/Taunus	Hessen
2700	20041201	20240126	416	488.302	114.872	Kösching	Bayern
2704	20040501	20240126	76	517.511	120.094	Köthen	Sachsen-Anhalt
2708	20060701	20240126	742	476.652	110.805	Kohlgrub,	Bayern
2712	19710101	20240126	428	476.952	91.307	Konstanz	Baden-Württemberg
2738	19980101	19980201	776	476.448	117.438	Kreuth	Bayern
2750	20051101	20240126	310	502.524	113.209	Kronach	Bayern
2761	19750601	19780601	520	482.510	104.163	Krumbach-Edenhausen	Bayern
2773	20020101	20240126	415	494.283	119.016	Kümmersbruck	Bayern
2794	19890101	20240126	40	529.362	124.093	Kyritz	Brandenburg
2796	20020101	20240126	41	539.156	122.790	Laage-Kronskamp	Mecklenburg-Vorpommern
2812	19950101	20240126	156	483.647	78.280	Lahr	Baden-Württemberg
2814	19750601	20240126	687	485.122	97.644	Merklingen	Baden-Württemberg
2829	19660101	20180710	617	480.772	109.144	Landsberg	Bayern
2856	20040701	20240126	91	519.173	130.878	Langenlipsdorf	Brandenburg
2878	20170801	20240126	117	513.909	118.786	Lauchstädt,	Sachsen-Anhalt
2886	20020101	20240126	539	482.175	99.097	Laupheim	Baden-Württemberg
2905	20020101	20240126	550	481.849	108.507	Lechfeld	Bayern
2907	19910101	20240126	7	547.903	89.514	Leck	Schleswig-Holstein
2920	19820101	19841101	365	487.654	125.121	Leiblfing	Bayern
2925	19560101	20240126	356	513.932	103.123	Leinefelde	Thüringen
2928	19510101	20240126	138	513.151	124.462	Leipzig-Holzhausen	Sachsen
2932	19720501	20240126	131	514.347	122.396	Leipzig/Halle	Sachsen
2947	20061001	20240126	286	511.333	80.348	Lennestadt-Theten	Nordrhein-Westfalen
2951	20040601	20240126	20	531.007	114.864	Lenzen/Elbe	Brandenburg
2953	20070401	20240126	854	478.597	82.308	Lenzkirch-Ruhbühl	Baden-Württemberg
2961	20020101	20240126	0	544.996	102.737	Leuchtturm	Schleswig-Holstein
2968	20081201	20240126	43	509.894	69.777	Köln-Stammheim	Nordrhein-Westfalen
2985	19910305	20240126	321	509.383	142.094	Lichtenhain-Mittelndorf	Sachsen
3015	19510101	20240126	98	522.085	141.180	Lindenberg	Brandenburg
3023	19510101	20161231	22	525.181	73.081	Lingen	Niedersachsen
3028	19710401	20240126	157	517.854	88.388	Lippspringe,	Nordrhein-Westfalen
3031	20040701	20240126	92	516.336	83.945	Lippstadt-Bökenförde	Nordrhein-Westfalen
3032	19490101	20240126	25	550.110	84.125	List	Schleswig-Holstein
3034	20070101	20240126	496	504.505	116.350	Lobenstein,	Thüringen
3042	20080601	20240126	230	505.617	82.386	Löhnberg-Obershausen	Hessen
3044	20070701	20180601	22	527.198	77.472	Löningen	Niedersachsen
3083	20050101	20240126	57	519.267	138.797	Lübben-Blumenfelde	Brandenburg
3085	19510101	19850301	15	538.773	106.915	Lübeck	Schleswig-Holstein
3086	19850301	20240126	15	538.025	106.989	Lübeck-Blankensee	Schleswig-Holstein
3093	19541201	20240126	16	529.724	111.374	Lüchow	Niedersachsen
3098	19940101	20240126	387	512.452	76.425	Lüdenscheid	Nordrhein-Westfalen
3126	19550101	20240126	79	521.029	115.827	Magdeburg	Sachsen-Anhalt
3137	20080501	20230801	195	499.656	82.139	Mainz-Lerchenberg	Rheinland-Pfalz
3139	19831101	20050101	509	482.166	112.965	Maisach-Gernlinden	Bayern
3145	19981201	20080901	30	541.800	105.528	Malente,	Schleswig-Holstein
3147	19850101	20240126	390	487.548	122.118	Mallersdorf-Pfaffenberg-Oberlindhart	Bayern
3155	20040801	20240126	413	501.015	68.009	Manderscheid-Sonnenhof	Rheinland-Pfalz
3158	19890101	20240126	12	525.468	145.453	Manschnow	Brandenburg
3164	20060701	20240126	187	508.492	87.745	Cölbe,	Hessen
3166	19820101	20240126	639	506.511	131.469	Marienberg	Sachsen
3167	19621201	20240126	547	506.621	79.603	Marienberg,	Rheinland-Pfalz
3170	20020101	20121221	9	544.937	112.411	Marienleuchte	Schleswig-Holstein
3181	20210801	20240126	360	494.875	106.277	Markt	Bayern
3196	19810101	20240126	81	533.222	119.321	Marnitz	Mecklenburg-Vorpommern
3204	20080701	20240126	429	507.335	108.815	Martinroda	Thüringen
3226	20060801	20240126	107	517.259	115.109	Aschersleben-Mehringen	Sachsen-Anhalt
3231	19790101	20240126	450	505.611	103.771	Meiningen	Thüringen
3234	20050201	20240126	158	511.294	134.328	Klipphausen-Garsebach	Sachsen
3244	19750601	20240126	614	479.821	101.384	Memmingen	Bayern
3245	20020102	20021120	630	479.833	102.333	Memmingen	Bayern
3246	20020101	20070613	181	503.667	73.167	Mendig	Rheinland-Pfalz
3254	20020102	20240126	19	527.155	73.176	Meppen	Niedersachsen
3257	20040601	20221001	251	494.773	97.622	Mergentheim,	Baden-Württemberg
3268	20021101	20240126	900	481.694	89.433	Meßstetten-Appental	Baden-Württemberg
3271	20041101	20240126	314	488.548	129.189	Metten	Bayern
3274	19921001	19941001	415	495.070	65.215	Mettlach-Orscholz	Saarland
3278	20090401	20240126	354	485.377	92.734	Metzingen	Baden-Württemberg
3284	20050501	20240126	240	496.692	90.085	Michelstadt	Hessen
3287	19871001	20240126	453	497.177	90.997	Michelstadt-Vielbrunn	Hessen
3289	20041101	20240126	356	507.281	117.838	Schmieritz-Weltwitz	Thüringen
3307	20080401	20230102	984	474.779	112.653	Mittenwald-Buckelwiesen	Bayern
3319	20060901	20240126	239	497.644	92.530	Röllbach	Bayern
3321	20230501	20240126	76	511.313	63.608	Mönchengladbach-Hilderath	Nordrhein-Westfalen
3340	20050501	20220329	265	504.383	78.061	Montabaur	Rheinland-Pfalz
3348	20040601	20240126	241	517.209	98.351	Moringen-Lutterbeck	Niedersachsen
3362	20020101	20240126	243	489.721	88.735	Mühlacker	Baden-Württemberg
3366	19550101	20240126	406	482.790	125.024	Mühldorf	Bayern
3376	19910101	20240126	63	525.176	141.232	Müncheberg	Brandenburg
3379	19970701	20240126	515	481.632	115.429	München-Stadt	Bayern
3382	19480101	19540101	521	481.441	116.000	München-Bogenhausen	Bayern
3385	19820101	19990331	515	481.660	115.011	München-Nymphenburg	Bayern
3390	19490101	19920517	529	481.369	117.094	München-Riem	Bayern
3402	20021101	20240126	755	483.851	94.837	Münsingen-Apfelstetten	Baden-Württemberg
3404	19480101	19891001	62	519.494	75.906	Münster	Nordrhein-Westfalen
3426	20040601	20240126	127	515.660	147.008	Muskau,	Sachsen
3442	20041001	20240126	149	503.574	87.506	Nauheim,	Hessen
3478	19760701	20050818	81	535.468	131.914	Neubrandenburg	Mecklenburg-Vorpommern
3484	20020101	20240126	380	487.085	112.147	Neuburg	Bayern
3485	20050501	20240126	486	483.115	103.773	Neuburg/Kammel-Langenhaslach	Bayern
3490	20040901	20240126	111	505.346	70.853	Neuenahr,	Rheinland-Pfalz
3509	20041001	20240126	78	531.020	130.421	Stechlin-Menz	Brandenburg
3513	19890501	20240126	845	505.003	111.345	Neuhaus	Thüringen
3527	20040501	20240126	500	508.923	94.050	Neukirchen-Hauptschwenda	Hessen
3540	20041101	20240126	195	508.446	73.720	Neunkirchen-Seelscheid-Krawinkel	Nordrhein-Westfalen
3545	20050301	20240126	236	493.440	72.297	Neunkirchen-Wellesweiler	Saarland
3552	19730101	20190408	38	529.037	128.071	Neuruppin	Brandenburg
3571	20080301	20240126	452	498.174	118.638	Neustadt	Bayern
3575	19540101	19830101	163	493.570	81.405	Neustadt/Weinstraße	Rheinland-Pfalz
3577	19510101	19760701	64	533.585	130.502	Neustrelitz	Mecklenburg-Vorpommern
3591	20040601	20240126	350	506.743	64.240	Nideggen-Schmidt	Nordrhein-Westfalen
3603	20020101	20240126	459	493.895	99.666	Niederstetten	Baden-Württemberg
3605	19750601	19780601	451	485.334	102.427	Niederstotzingen	Baden-Württemberg
3612	20070401	20240126	25	526.711	92.229	Nienburg	Niedersachsen
3621	20060101	20240126	435	488.253	105.067	Reimlingen	Bayern
3623	20020101	20240126	110	508.294	66.601	Nörvenich-Niederbolheim	Nordrhein-Westfalen
3631	19490101	20240126	12	537.123	71.519	Norderney	Niedersachsen
3639	20020101	20240126	26	537.647	86.584	Nordholz-Wanhöden	Niedersachsen
3659	19510101	19950327	627	503.391	69.501	Nürburg	Rheinland-Pfalz
3660	19950302	20240126	485	503.602	68.697	Nürburg-Barweiler	Rheinland-Pfalz
3667	20050301	20240126	369	494.258	112.539	Nürnberg-Netzstall	Bayern
3668	19510101	20240126	314	495.030	110.549	Nürnberg	Bayern
3671	19790101	19810401	280	486.321	93.261	Nürtingen	Baden-Württemberg
3679	20061101	20240126	518	476.187	121.665	Kiefersfelden-Gach	Bayern
3702	20030101	20061231	515	478.780	78.288	Münstertal-Obermünstertal	Baden-Württemberg
3730	19480101	20240126	806	473.984	102.759	Oberstdorf	Bayern
3734	20040701	20240126	232	491.280	93.525	Obersulm-Willsbach	Baden-Württemberg
3739	20050301	20240126	596	494.521	124.365	Oberviechtach	Bayern
3761	19550101	20240126	276	492.070	95.176	Öhringen	Baden-Württemberg
3791	19910101	20121001	11	531.763	81.824	Oldenburg	Niedersachsen
3811	19820701	20240126	150	512.960	130.928	Oschatz	Sachsen
3815	19510101	20101130	95	522.553	80.534	Osnabrück	Niedersachsen
3821	19840801	20240126	244	510.872	119.293	Osterfeld	Sachsen-Anhalt
3836	20060301	20240126	314	504.538	102.211	Ostheim	Bayern
3857	20050101	20240126	886	476.362	103.892	Oy-Mittelberg-Petersthal	Bayern
3875	20050101	20240126	549	491.510	116.896	Parsberg/Oberpfalz-Eglwang	Bayern
3879	19480101	19970101	409	485.779	134.694	Passau-Oberhaus	Bayern
3897	20020101	20240126	2	540.893	108.773	Pelzerhaken	Schleswig-Holstein
3904	20040901	20240126	152	495.354	63.789	Perl-Nennig	Saarland
3925	20050901	20240126	332	489.329	86.973	Pforzheim-Ispringen	Baden-Württemberg
3927	20040701	20240126	630	479.345	92.869	Pfullendorf	Baden-Württemberg
3939	20041001	20240126	385	491.912	75.879	Pirmasens	Rheinland-Pfalz
3946	19510101	20240126	387	504.818	121.300	Plauen	Sachsen
3975	20050301	20240126	522	494.777	115.357	Pommelsbrunn-Mittelburg	Bayern
3987	18930101	20240126	81	523.812	130.622	Potsdam	Brandenburg
4018	19820101	19830901	550	481.877	112.206	Puch	Bayern
4024	19820101	20240126	40	543.643	134.771	Putbus	Mecklenburg-Vorpommern
4032	20061201	20240126	142	517.953	111.320	Quedlinburg	Sachsen-Anhalt
4036	20070301	20240126	204	513.895	115.412	Querfurt-Mühle	Sachsen-Anhalt
4039	19880111	20240126	11	537.331	98.776	Quickborn	Schleswig-Holstein
4063	20030701	20240126	41	524.461	85.906	Rahden-Kleinendorf	Nordrhein-Westfalen
4094	20040601	20240126	441	478.062	96.206	Weingarten,	Baden-Württemberg
4104	19480101	20240126	365	490.425	121.019	Regensburg	Bayern
4127	20050101	20240126	347	509.906	76.958	Reichshof-Eckenhagen	Nordrhein-Westfalen
4154	20110201	20180630	345	511.800	72.505	Remscheid-Lennep	Nordrhein-Westfalen
4160	20040701	20240126	478	487.425	89.240	Renningen-Ihinger	Baden-Württemberg
4169	20021101	20240126	131	486.703	79.939	Rheinau-Memprechtshofen	Baden-Württemberg
4174	20020101	20171220	40	522.887	73.866	Rheine-Bentlage	Nordrhein-Westfalen
4175	20040601	20240126	283	475.590	77.721	Rheinfelden	Baden-Württemberg
4177	20081101	20240126	116	489.726	83.301	Rheinstetten	Baden-Württemberg
4189	20040801	20240126	534	481.479	94.596	Altheim,	Baden-Württemberg
4261	20060301	20240126	442	478.753	121.280	Rosenheim	Bayern
4271	19470101	20240126	5	541.803	120.808	Rostock-Warnemünde	Mecklenburg-Vorpommern
4275	20041201	20240126	32	531.289	93.398	Rotenburg	Niedersachsen
4280	20020101	20240126	386	492.162	111.035	Roth	Bayern
4287	20050101	20240126	415	493.849	101.732	Rothenburg	Bayern
4294	19820101	19970101	360	484.704	89.687	Rottenburg-Kiebingen	Baden-Württemberg
4300	20040701	20240126	589	481.815	86.356	Rottweil	Baden-Württemberg
4301	20050301	20240126	102	498.502	78.710	Kreuznach,	Rheinland-Pfalz
4323	20050301	20240126	461	496.468	78.837	Ruppertsecken	Rheinland-Pfalz
4336	19620501	20240126	319	492.128	71.077	Saarbrücken-Ensheim	Saarland
4339	19560101	19710101	193	492.231	70.168	Saarbrücken-Sankt	Saarland
4347	20001101	20030708	293	515.909	105.691	Sachsa,	Niedersachsen
4349	20040601	20240126	251	489.569	90.711	Sachsenheim	Baden-Württemberg
4350	19710101	20081229	339	475.619	79.399	Säckingen,	Baden-Württemberg
4354	20060101	20240126	457	487.832	133.146	Saldenburg-Entschenreuth	Bayern
4371	19500101	20240126	135	521.042	87.521	Salzuflen,	Nordrhein-Westfalen
4373	19520101	19720101	29	528.568	111.319	Salzwedel	Sachsen-Anhalt
4377	20050901	20240126	518	503.518	100.034	Sandberg	Bayern
4393	19991201	20240126	5	543.279	86.031	Sankt	Schleswig-Holstein
4411	20020124	20240126	155	499.195	89.672	Schaafheim-Schlierbach	Hessen
4445	19891001	20240126	609	517.658	106.533	Wernigerode-Schierke	Sachsen-Anhalt
4464	19890801	20240126	501	505.679	118.041	Schleiz	Thüringen
4466	19510101	20240126	43	545.275	95.487	Schleswig	Schleswig-Holstein
4477	20050531	20100501	993	478.208	81.860	Schluchsee	Baden-Württemberg
4480	20040901	20240126	230	503.447	95.533	Schlüchtern-Herolz	Hessen
4485	20050201	20170301	296	507.250	104.539	Schmalkalden,	Thüringen
4501	19780701	20240126	938	506.545	107.696	Schmücke	Thüringen
4508	20040801	20240126	649	502.968	64.194	Schneifelforsthaus	Rheinland-Pfalz
4517	19961001	20081201	635	487.859	86.451	Schömberg,	Baden-Württemberg
4548	20070701	20240126	608	501.847	120.791	Schönwald/Ofr.-Brunn	Bayern
4559	20050501	20240126	398	491.644	126.175	Schorndorf-Knöbling	Bayern
4560	20050201	20220102	265	504.925	91.226	Schotten	Hessen
4584	19680401	19700401	444	483.667	118.000	Schwaigermoos	Bayern
4592	20051201	20240126	356	493.278	120.871	Schwandorf	Bayern
4605	20041101	20240126	277	506.441	111.936	Schwarzburg	Thüringen
4625	19500101	20240126	59	536.424	113.871	Schwerin	Mecklenburg-Vorpommern
4629	19930401	19991201	37	545.166	91.420	Schwesing	Schleswig-Holstein
4642	19761001	20240126	21	528.911	117.297	Seehausen	Sachsen-Anhalt
4651	20041101	20240126	189	519.040	101.885	Seesen	Niedersachsen
4665	19690101	19750514	431	495.281	70.417	Selbach	Saarland
4692	20080301	20181130	229	508.534	79.966	Siegen	Nordrhein-Westfalen
4702	20021103	20071115	645	481.000	92.500	Sigmaringen	Baden-Württemberg
4703	20021101	20240126	581	480.719	91.943	Sigmaringen-Laiz	Baden-Württemberg
4704	20050501	20240126	508	475.776	97.404	Sigmarszell-Zeisertsweiler	Bayern
4706	20050301	20240126	358	482.718	130.273	Simbach/Inn	Bayern
4709	20111101	20240126	445	499.996	75.981	Simmern-Wahlbach	Rheinland-Pfalz
4719	20020101	20070828	169	492.447	88.787	Sinsheim	Baden-Württemberg
4745	19660101	20240126	75	529.604	97.930	Soltau	Niedersachsen
4748	20041101	20240126	185	513.691	108.800	Sondershausen	Thüringen
4752	19510101	20080701	626	503.746	111.828	Sonneberg-Neufang	Thüringen
4763	20041001	20240126	265	510.607	99.266	Sontra	Hessen
4813	20200801	20240126	318	500.806	110.467	Staffelstein,	Bayern
4841	20040701	20240126	0	536.946	88.735	Steinau,	Niedersachsen
4857	20040901	20240126	2	535.534	96.097	Mittelnkirchen-Hohenfelde	Niedersachsen
4878	20050201	20240126	504	516.646	108.811	Oberharz	Sachsen-Anhalt
4887	19480101	20240126	734	486.656	98.648	Stötten	Baden-Württemberg
4896	20050701	20221130	40	546.654	98.050	Wagersrott	Schleswig-Holstein
4911	19940501	20240126	351	488.275	125.597	Straubing	Bayern
4926	19790401	20130514	224	487.896	92.167	Stuttgart	Baden-Württemberg
4927	19760101	19840801	286	487.693	91.814	Stuttgart-Stadt	Baden-Württemberg
4928	19770701	20240126	314	488.281	92.000	Stuttgart	Baden-Württemberg
4931	19880101	20240126	371	486.883	92.235	Stuttgart-Echterdingen	Baden-Württemberg
4933	19510101	19760101	401	487.091	92.147	Stuttgart-Hohenheim	Baden-Württemberg
4978	20021101	20240126	395	506.390	100.228	Tann/Rhön	Hessen
4997	20050301	20240126	196	509.771	123.419	Starkenberg-Tegkwitz	Thüringen
5009	19730101	20240126	33	537.610	125.574	Teterow	Mecklenburg-Vorpommern
5014	20040701	20240126	7	532.758	89.857	Worpswede-Hüttenbusch	Niedersachsen
5017	20051101	20240126	633	504.002	113.888	Teuschnitz	Bayern
5029	19750515	20240126	387	494.737	70.385	Tholey	Saarland
5046	20080301	20240126	501	498.576	123.542	Tirschenreuth-Lodermühl	Bayern
5049	19981106	20080501	846	478.991	81.460	Titisee-Neustadt-Titisee	Baden-Württemberg
5064	20041201	20240126	37	512.897	64.437	Tönisvorst	Nordrhein-Westfalen
5068	19530101	19710101	80	515.833	130.000	Torgau	Sachsen
5097	20050101	20240126	10	540.654	127.655	Tribsees	Mecklenburg-Vorpommern
5099	20080601	20240126	132	497.326	66.131	Trier-Zewen	Rheinland-Pfalz
5100	19410101	20240126	261	497.479	66.583	Trier-Petrisberg	Rheinland-Pfalz
5109	20020101	20240126	68	535.998	133.039	Trollenhagen	Mecklenburg-Vorpommern
5111	20060401	20240126	560	480.311	125.396	Trostberg	Bayern
5133	20040901	20240126	295	513.344	89.132	Twistetal-Mühlhausen	Hessen
5142	19510101	20240126	1	537.445	140.698	Ueckermünde	Mecklenburg-Vorpommern
5146	20040601	20240126	50	529.414	105.289	Uelzen	Niedersachsen
5149	20050101	20221004	318	495.679	101.969	Gollhofen	Bayern
5155	19480101	20140901	567	483.837	99.524	Ulm	Baden-Württemberg
5158	19890101	20240126	159	521.601	111.759	Ummendorf	Sachsen-Anhalt
5229	20040801	20240126	719	480.453	84.608	Villingen-Schwenningen	Baden-Württemberg
5275	20040601	20240126	105	492.445	85.374	Waghäusel-Kirrlach	Baden-Württemberg
5277	20020101	20090630	349	508.119	91.280	Wahlen	Hessen
5279	20040901	20240126	176	516.194	95.749	Wesertal-Lippoldsberg	Hessen
5280	20070301	20240126	33	539.224	102.267	Wittenborn	Schleswig-Holstein
5282	19410101	19710101	246	511.197	136.744	Wahnsdorf	Sachsen
5300	20040701	20240126	380	502.596	83.607	Waldems-Reinborn	Hessen
5335	20060801	20240126	352	508.963	105.483	Waltershausen	Thüringen
5347	20010402	20240126	236	515.039	91.118	Warburg	Nordrhein-Westfalen
5349	19810101	20240126	73	535.196	126.654	Waren	Mecklenburg-Vorpommern
5371	19480101	20240126	920	504.973	99.427	Wasserkuppe	Hessen
